implementation,matrix_size,threads,time_sec,gflops,validated
03_SIMD,64,1,5.9e-05,8.886237288135593,True
03_SIMD,128,1,0.00062,6.765006451612903,True
03_SIMD,256,1,0.006849,4.899172433931961,True
03_SIMD,512,1,0.048974,5.481182995058602,True
03_SIMD,1024,1,0.458667,4.682010364818049,True
03_SIMD,2048,1,4.1574,4.132358970510415,True
