implementation,matrix_size,threads,time_sec,gflops,validated
02_c_baseline,64,1,0.000435,1.2052597701149426,True
02_c_baseline,128,1,0.003457,1.2132785652299682,True
02_c_baseline,256,1,0.025701,1.3055691218240535,True
02_c_baseline,512,1,0.31182,0.8608667051504073,True
02_c_baseline,1024,1,2.749101,0.7811585125464652,True
02_c_baseline,2048,1,39.525921,0.43464816883077817,True
