implementation,matrix_size,threads,time_sec,gflops,validated
01_python_baseline,64,1,0.01993950002361089,0.02629393913484173,True
01_python_baseline,128,1,0.11818470800062642,0.03548939681754571,True
01_python_baseline,256,1,0.9197314589982852,0.03648285776431461,True
01_python_baseline,512,1,7.71921279100934,0.034774978131533046,True
01_python_baseline,1024,1,63.62287920899689,0.033753323878123465,True
01_python_baseline,2048,1,567.9373334589764,0.030249585952322237,True
