implementation,matrix_size,threads,time_sec,gflops,validated
06_multicore,64,6,0.000701,0.7479144079885878,True
06_multicore,128,6,0.000447,9.383230425055928,True
06_multicore,256,6,0.001329,25.24787960872837,True
06_multicore,512,6,0.003231,83.08123057876819,True
06_multicore,1024,6,0.018879,113.74986217490333,True
06_multicore,2048,6,0.180402,95.23103504395739,True
