implementation,matrix_size,threads,time_sec,gflops,validated
04_ILP,64,1,3.3e-05,15.887515151515151,True
04_ILP,128,1,0.000279,15.033347670250896,True
04_ILP,256,1,0.002153,15.584966093822572,True
04_ILP,512,1,0.014368,18.68286859688196,True
04_ILP,1024,1,0.123819,17.34373277122251,True
04_ILP,2048,1,1.088513,15.782879197584228,True
